id,cav_total,cav_largest,cav_count,cav_vol_frac,cav_VH_total,cav_VH_largest,cav_VL_total,cav_VL_largest,cav_CH1_total,cav_CH1_largest,cav_CL_total,cav_CL_largest,pack_fab_mean,pack_fab_median,pack_fab_q10,pack_VH_mean,pack_VH_median,pack_VH_q10,pack_VL_mean,pack_VL_median,pack_VL_q10,pack_CH1_mean,pack_CH1_median,pack_CH1_q10,pack_CL_mean,pack_CL_median,pack_CL_q10,pack_CDR_mean,pack_CDR_median,pack_CDR_q10,pack_FW_mean,pack_FW_median,pack_FW_q10
ADI-45464,295.0,105.0,8.0,0.0010210332856851133,83.07156133828995,83.07156133828995,71.83085501858736,71.83085501858736,108.02044609665428,108.02044609665428,103.08550185873607,103.08550185873607,39.385365853658534,39.0,31.0,39.96610169491525,40.0,31.8,39.72,39.0,31.0,37.979166666666664,37.0,31.0,39.729166666666664,38.0,32.0,40.40909090909091,39.0,33.0,39.71264367816092,40.0,31.0
ADI-46692,155.0,40.0,6.0,0.0005863128111240562,50.193482688391036,50.193482688391036,47.510183299389,47.510183299389,41.82790224032587,41.82790224032587,41.038696537678206,41.038696537678206,39.86124401913876,39.0,30.8,41.23728813559322,42.0,31.0,40.2962962962963,40.0,31.3,38.148936170212764,38.0,29.6,39.36734693877551,38.0,31.6,40.904761904761905,41.0,31.0,40.76086956521739,40.0,31.1
ADI-45390,201.0,39.0,7.0,0.0005972544125512569,71.91557788944723,71.91557788944723,73.73366834170854,73.73366834170854,49.8964824120603,49.8964824120603,43.4321608040201,43.4321608040201,39.354066985645936,39.0,30.0,41.45762711864407,42.0,32.0,38.30909090909091,38.0,30.0,38.125,38.5,29.0,39.191489361702125,37.0,29.200000000000003,38.19230769230769,36.5,31.5,40.45454545454545,40.5,30.700000000000003
ADI-45395,202.0,35.0,7.0,0.0007259502041285723,67.46073793755913,67.46073793755913,57.52317880794702,57.52317880794702,54.656575212866606,54.656575212866606,50.83443708609272,50.83443708609272,39.009433962264154,38.5,30.0,39.08196721311475,39.0,28.0,39.370370370370374,39.0,29.0,38.125,37.0,30.0,39.38775510204081,37.0,32.0,37.30434782608695,39.0,24.4,39.69565217391305,39.0,31.1
ADI-46690,143.0,42.0,6.0,0.0004831995242343146,39.46290801186943,39.46290801186943,43.140454995054405,43.140454995054405,40.73590504451039,40.73590504451039,44.13056379821958,44.13056379821958,39.33495145631068,38.5,30.5,40.07017543859649,39.0,30.0,39.301886792452834,39.0,31.2,37.979166666666664,37.0,30.4,39.854166666666664,38.0,32.0,38.6875,35.5,31.5,39.87234042553192,39.0,30.0
ADI-45393,144.0,28.0,7.0,0.0004890274466654441,44.66938775510204,44.66938775510204,50.840816326530614,50.840816326530614,37.32244897959184,37.32244897959184,40.995918367346945,40.995918367346945,39.71153846153846,39.0,30.0,40.728813559322035,40.0,30.8,40.529411764705884,40.0,30.0,37.770833333333336,37.0,29.0,39.54,38.0,31.8,39.35,38.0,28.0,40.922222222222224,40.0,32.0
ADI-46685,341.0,125.0,9.0,0.001285095157339363,82.96094385679415,82.96094385679415,102.93816110659073,102.93816110659073,113.20423108218063,113.20423108218063,126.24491456468674,126.24491456468674,39.611374407582936,38.0,30.0,41.3728813559322,41.0,31.0,39.61538461538461,39.5,30.1,37.84313725490196,37.0,29.0,39.326530612244895,38.0,31.8,40.80952380952381,40.0,32.0,40.48888888888889,40.0,30.9
ADI-45460,238.0,81.0,8.0,0.0007043087121212121,74.47943831494484,74.47943831494484,88.56369107321966,88.56369107321966,54.66599799398195,54.66599799398195,65.40822467402207,65.40822467402207,39.01428571428571,39.0,28.900000000000002,40.71666666666667,41.5,31.9,37.981818181818184,38.0,28.0,38.020833333333336,38.5,28.4,39.06382978723404,37.0,28.6,37.28,37.0,28.0,40.0,40.0,29.0
ADI-45389,97.0,34.0,4.0,0.000294474802671524,28.891397849462365,28.891397849462365,29.412903225806453,29.412903225806453,23.363440860215054,23.363440860215054,29.621505376344086,29.621505376344086,39.36945812807882,39.0,30.0,41.285714285714285,41.0,31.5,38.80392156862745,38.0,30.0,38.020833333333336,38.0,27.1,39.083333333333336,37.5,28.7,38.588235294117645,38.0,29.2,40.388888888888886,40.0,30.0
ADI-46689,172.0,79.0,4.0,0.0005865102639296188,44.447524752475246,44.447524752475246,53.984158415841584,53.984158415841584,52.28118811881188,52.28118811881188,52.962376237623765,52.962376237623765,39.4264705882353,38.5,30.0,40.91379310344828,40.0,32.0,39.05882352941177,38.0,30.0,37.6875,36.5,29.7,39.765957446808514,38.0,32.0,40.470588235294116,39.0,35.8,39.96739130434783,39.0,30.0
ADI-45459,284.0,47.0,10.0,0.0007440066855812028,96.28571428571429,96.28571428571429,94.0,94.0,75.14285714285715,75.14285714285715,73.71428571428571,73.71428571428571,39.07211538461539,39.0,29.0,40.47457627118644,40.0,29.0,38.6078431372549,37.0,30.0,37.84,38.0,27.8,39.125,38.0,29.1,36.476190476190474,37.0,27.0,40.348314606741575,40.0,30.0
ADI-45463,150.0,29.0,7.0,0.00041423647932131496,49.68152866242038,49.68152866242038,44.42675159235669,44.42675159235669,41.24203821656051,41.24203821656051,42.35668789808917,42.35668789808917,38.91627906976744,38.0,29.0,39.37096774193548,39.0,31.1,39.574074074074076,38.0,29.0,38.04081632653061,39.0,29.0,38.5,36.5,27.9,38.19230769230769,37.0,28.0,39.833333333333336,39.0,29.0
ADI-45470,305.0,41.0,14.0,0.0008931290556844004,95.04930966469428,95.04930966469428,96.55325443786982,96.55325443786982,78.50591715976331,78.50591715976331,80.91222879684419,80.91222879684419,38.96116504854369,39.0,29.5,40.421052631578945,40.0,32.0,38.64705882352941,38.0,29.0,37.714285714285715,39.0,28.0,38.83673469387755,38.0,27.8,37.869565217391305,38.0,31.2,40.04705882352941,40.0,31.4
ADI-47295,219.0,56.0,7.0,0.0007818301250928201,84.17740232312566,84.17740232312566,71.45828933474128,71.45828933474128,56.88912354804647,56.88912354804647,49.95142555438226,49.95142555438226,39.07655502392345,39.0,30.0,39.46551724137931,39.0,30.0,39.43396226415094,39.0,31.2,38.30612244897959,38.0,29.0,39.0,37.0,28.8,38.78260869565217,39.0,31.2,39.625,39.0,30.0
ADI-45452,329.0,124.0,10.0,0.0009762379528082419,108.08000000000001,108.08000000000001,84.28000000000002,84.28000000000002,97.16000000000001,97.16000000000001,110.88,110.88,39.12322274881517,38.0,30.0,39.79661016949152,40.0,29.8,39.370370370370374,38.0,31.0,37.76,37.0,29.0,39.4375,38.0,31.4,39.23809523809524,38.0,31.0,39.67391304347826,39.5,30.0
ADI-45454,268.0,51.0,11.0,0.0009340061895335546,92.95070422535211,92.95070422535211,73.60563380281691,73.60563380281691,81.15492957746478,81.15492957746478,74.54929577464789,74.54929577464789,39.267605633802816,38.0,30.200000000000003,39.61290322580645,39.5,30.1,40.24074074074074,39.0,32.0,37.714285714285715,37.0,28.8,39.3125,38.0,31.7,39.0,39.0,29.0,40.141304347826086,39.0,32.0
ADI-45388,164.0,48.0,6.0,0.0005549070361535468,44.83829787234042,44.83829787234042,51.11914893617021,51.11914893617021,38.90638297872341,38.90638297872341,51.11914893617021,51.11914893617021,39.27358490566038,39.0,30.0,39.49180327868852,39.0,29.0,39.75925925925926,41.0,29.0,38.083333333333336,37.5,29.7,39.63265306122449,38.0,31.8,38.47826086956522,40.0,28.2,39.90217391304348,41.0,29.1
ADI-47205,144.0,26.0,7.0,0.0004989760595444765,48.73846153846154,48.73846153846154,45.35022624434389,45.35022624434389,40.39819004524887,40.39819004524887,36.619004524886876,36.619004524886876,39.1042654028436,38.0,30.0,39.53333333333333,40.0,31.0,39.07272727272727,37.0,28.4,38.02127659574468,38.0,30.200000000000003,39.6530612244898,38.0,31.6,38.214285714285715,36.0,29.7,39.666666666666664,40.0,31.0
ADI-46695,186.0,61.0,8.0,0.0005785920925747348,50.59347181008902,50.59347181008902,48.01780415430267,48.01780415430267,60.712166172106826,60.712166172106826,59.60830860534125,59.60830860534125,39.91428571428571,39.0,31.0,41.13333333333333,41.0,31.9,40.61538461538461,40.5,31.0,37.775510204081634,36.0,30.8,39.816326530612244,38.0,32.0,39.6,38.0,31.0,41.264367816091955,41.0,32.0
ADI-46684,182.0,49.0,7.0,0.0004985140446745279,63.44794651384909,63.44794651384909,45.19579751671442,45.19579751671442,47.803247373447945,47.803247373447945,51.106017191977074,51.106017191977074,39.274881516587676,38.0,30.0,40.25396825396825,41.0,30.4,39.40384615384615,38.0,31.0,37.69387755102041,36.0,28.8,39.46808510638298,38.0,31.6,39.666666666666664,42.5,28.900000000000002,39.92307692307692,39.0,31.0
ADI-47213,233.0,65.0,9.0,0.0007947715628688184,73.69941060903733,73.69941060903733,78.04813359528488,78.04813359528488,59.508840864440074,59.508840864440074,58.59332023575638,58.59332023575638,39.30582524271845,38.0,30.0,40.172413793103445,39.0,31.7,39.8,38.5,31.0,38.06122448979592,39.0,28.8,39.02040816326531,37.0,29.8,38.54545454545455,37.0,34.0,40.372093023255815,39.5,31.0
ADI-46696,162.0,48.0,7.0,0.00040290088638195,56.44101433296583,56.44101433296583,50.54685777287762,50.54685777287762,38.4013230429989,38.4013230429989,41.08048511576626,41.08048511576626,39.0045871559633,39.0,29.0,39.61904761904762,40.0,31.2,39.945454545454545,39.0,30.4,37.56,39.0,28.6,38.64,36.0,28.0,40.5,40.0,31.5,39.56521739130435,39.0,30.1
ADI-46697,290.0,62.0,12.0,0.0010326164364050706,93.31555555555555,93.31555555555555,88.41777777777777,88.41777777777777,71.40444444444445,71.40444444444445,81.71555555555555,81.71555555555555,39.0046511627907,39.0,30.0,39.62903225806452,39.0,31.1,38.96363636363636,40.0,29.0,37.72,37.5,28.8,39.583333333333336,37.5,32.0,38.53846153846154,40.0,30.0,39.53846153846154,39.0,29.0
ADI-47104,155.0,52.0,5.0,0.000552880328161227,38.78990731204943,38.78990731204943,48.36766220391349,48.36766220391349,47.56951596292482,47.56951596292482,51.87950566426365,51.87950566426365,39.50485436893204,39.0,31.0,40.26229508196721,41.0,32.0,40.5,39.5,32.0,37.4375,36.5,29.0,39.57446808510638,38.0,32.0,40.68181818181818,40.0,32.0,40.29213483146067,40.0,32.0
ADI-47219,343.0,112.0,10.0,0.0011534839924670433,91.25688073394495,91.25688073394495,99.26688907422852,99.26688907422852,112.14011676396997,112.14011676396997,117.86155129274395,117.86155129274395,39.574074074074076,38.0,31.0,40.733333333333334,39.5,32.0,40.224137931034484,38.5,31.7,37.68627450980392,37.0,29.0,39.340425531914896,38.0,31.6,41.5,38.5,34.0,40.19565217391305,39.0,32.0
ADI-45391,139.0,31.0,6.0,0.0003934600708794257,41.71458551941238,41.71458551941238,40.98530954879329,40.98530954879329,38.79748163693599,38.79748163693599,41.568730325288556,41.568730325288556,39.21951219512195,39.0,30.0,40.206896551724135,40.0,30.0,38.81132075471698,38.0,30.0,38.145833333333336,38.5,28.0,39.56521739130435,38.0,30.0,37.55,38.5,29.6,39.97802197802198,39.0,30.0
ADI-45461,237.0,40.0,10.0,0.0007077077435768803,68.16272469252601,68.16272469252601,72.19867549668874,72.19867549668874,68.16272469252601,68.16272469252601,64.35099337748345,64.35099337748345,39.5607476635514,39.0,30.0,40.806451612903224,41.0,31.1,40.18867924528302,41.0,30.0,37.72,37.0,29.0,39.183673469387756,38.0,31.8,40.2,41.0,29.4,40.611111111111114,41.0,31.0
ADI-47116,118.0,26.0,6.0,0.00036455758774097877,35.3760162601626,35.3760162601626,34.77642276422765,34.77642276422765,32.737804878048784,32.737804878048784,34.41666666666667,34.41666666666667,39.38317757009346,39.0,30.3,40.28813559322034,40.0,29.8,39.63793103448276,38.5,30.7,37.791666666666664,36.5,30.0,39.55102040816327,38.0,31.8,40.09090909090909,40.5,31.1,39.93684210526316,39.0,30.0
ADI-47309,278.0,40.0,11.0,0.0009133320191865432,92.57536945812808,92.57536945812808,75.86798029556651,75.86798029556651,67.10344827586208,67.10344827586208,81.34581280788177,81.34581280788177,39.29207920792079,38.0,31.0,39.48275862068966,39.0,32.0,40.276595744680854,40.0,31.6,37.833333333333336,37.5,29.7,39.55102040816327,38.0,31.6,37.77777777777778,37.5,33.0,40.264367816091955,39.0,32.0
ADI-45453,187.0,33.0,8.0,0.0005082792437239744,62.21206225680933,62.21206225680933,53.11673151750973,53.11673151750973,47.65953307392996,47.65953307392996,51.115758754863805,51.115758754863805,39.46296296296296,39.0,30.0,40.22222222222222,41.0,29.0,40.09615384615385,39.0,31.1,37.705882352941174,37.0,29.0,39.64,38.0,32.0,39.15,40.5,27.7,40.37894736842105,40.0,31.0
ADI-46693,404.0,99.0,14.0,0.0014480286738351254,115.90713101160864,115.90713101160864,113.56218905472636,113.56218905472636,127.96683250414594,127.96683250414594,149.7412935323383,149.7412935323383,39.13425925925926,38.0,29.0,40.65573770491803,41.0,32.0,38.78947368421053,38.0,29.0,37.1,36.0,26.9,39.729166666666664,38.5,31.7,39.0,38.0,29.0,39.9468085106383,39.0,31.3
ADI-47233,174.0,45.0,8.0,0.0005941770647653001,61.05848513902205,61.05848513902205,49.38063279002876,49.38063279002876,43.54170661553212,43.54170661553212,49.71428571428571,49.71428571428571,39.014218009478675,38.0,30.0,39.57377049180328,40.0,30.0,38.8,38.0,28.200000000000003,38.212765957446805,38.0,30.200000000000003,39.333333333333336,38.0,32.0,37.333333333333336,38.0,26.6,39.69565217391305,39.0,30.0
ADI-47137,172.0,52.0,7.0,0.0005725889676753554,56.936758893280626,56.936758893280626,57.276679841897234,57.276679841897234,39.60079051383399,39.60079051383399,50.13833992094861,50.13833992094861,39.2047619047619,38.0,30.0,40.473684210526315,40.0,31.6,39.370370370370374,39.0,29.3,37.51923076923077,37.0,29.0,39.340425531914896,38.0,32.0,37.7,37.0,29.7,40.42857142857143,40.0,31.0
ADI-45383,225.0,40.0,10.0,0.0006049167634533489,68.79646840148699,68.79646840148699,61.2685873605948,61.2685873605948,63.15055762081785,63.15055762081785,63.77788104089219,63.77788104089219,38.851851851851855,38.0,30.0,39.06153846153846,38.0,29.8,39.528301886792455,38.0,31.0,37.18,36.0,28.9,39.5625,38.0,31.7,38.04,36.0,29.8,39.60215053763441,39.0,31.0
ADI-45469,339.0,44.0,13.0,0.0010215766634522662,119.99476896251089,119.99476896251089,109.35483870967741,109.35483870967741,80.09503051438534,80.09503051438534,91.03051438535309,91.03051438535309,39.056338028169016,39.0,30.0,40.06153846153846,40.0,31.0,38.54716981132076,38.0,29.6,38.125,38.0,28.0,39.191489361702125,37.0,30.0,37.89655172413793,37.0,31.0,39.86516853932584,40.0,31.0
ADI-45422,53.0,35.0,2.0,0.00016804484577922078,18.04989154013015,18.04989154013015,14.8882863340564,14.8882863340564,12.703904555314534,12.703904555314534,13.508676789587854,13.508676789587854,39.33649289099526,39.0,30.0,40.35,41.0,29.9,39.75,39.0,31.1,37.72549019607843,37.0,29.0,39.333333333333336,37.5,31.7,37.56521739130435,37.0,26.4,40.71910112359551,40.0,32.8
ADI-45485,189.0,38.0,7.0,0.0005203687184061849,57.80480167014614,57.80480167014614,62.14509394572025,62.14509394572025,50.702505219206685,50.702505219206685,44.9812108559499,44.9812108559499,38.94117647058823,38.0,29.0,40.05263157894737,39.0,29.0,38.40384615384615,38.0,31.0,37.755102040816325,39.0,27.8,39.43478260869565,38.0,29.5,36.5,36.5,29.7,39.81318681318681,39.0,30.0
ADI-45495,192.0,41.0,8.0,0.0005764657843537578,59.66451612903225,59.66451612903225,67.50967741935484,67.50967741935484,43.561290322580646,43.561290322580646,47.69032258064516,47.69032258064516,39.14563106796116,39.0,30.0,39.70175438596491,40.0,31.0,39.55769230769231,39.0,30.1,38.183673469387756,39.0,29.0,39.020833333333336,37.0,29.4,38.22727272727273,38.0,31.0,39.98850574712644,40.0,30.6
ADI-46691,269.0,50.0,11.0,0.0009264361482297837,74.29286376274328,74.29286376274328,77.78313253012048,77.78313253012048,72.04911955514366,72.04911955514366,88.75254865616311,88.75254865616311,39.65384615384615,38.0,31.0,41.592592592592595,42.0,32.0,39.8,38.0,30.4,37.74,36.5,29.0,39.30612244897959,38.0,31.8,40.94444444444444,40.5,32.2,40.637362637362635,40.0,31.0
ADI-45425,192.0,36.0,7.0,0.0005152868430092751,59.377416073245165,59.377416073245165,60.93997965412004,60.93997965412004,52.93184130213631,52.93184130213631,57.8148524923703,57.8148524923703,39.36666666666667,39.0,30.0,40.22950819672131,40.0,31.0,39.63636363636363,40.0,31.0,38.08510638297872,39.0,27.6,39.212765957446805,37.0,28.6,39.7037037037037,40.0,31.0,40.02247191011236,40.0,31.0
ADI-45451,316.0,107.0,10.0,0.001081007115489874,92.48099027409373,92.48099027409373,78.79045092838196,78.79045092838196,107.28912466843501,107.28912466843501,112.87709991158268,112.87709991158268,39.111111111111114,38.0,30.0,38.621212121212125,38.5,28.5,40.67272727272727,40.0,31.4,37.659574468085104,38.0,29.6,39.416666666666664,37.5,31.7,39.17857142857143,40.0,25.7,39.666666666666664,39.0,30.0
ADI-45499,213.0,42.0,8.0,0.0005907657488995948,63.818702290076345,63.818702290076345,63.412213740458014,63.412213740458014,56.50190839694657,56.50190839694657,63.208969465648856,63.208969465648856,39.354066985645936,39.0,29.8,40.806451612903224,42.0,31.0,38.75925925925926,39.0,28.0,37.71739130434783,36.0,30.5,39.723404255319146,38.0,31.6,37.53846153846154,36.5,27.5,40.522222222222226,40.0,30.8
ADI-45497,259.0,51.0,10.0,0.0009223646723646724,91.88786764705883,91.88786764705883,73.79595588235294,73.79595588235294,68.55882352941177,68.55882352941177,68.32077205882354,68.32077205882354,39.52132701421801,38.0,31.0,39.87096774193548,39.0,31.200000000000003,40.407407407407405,39.5,31.3,37.95744680851064,37.0,30.0,39.604166666666664,38.0,31.7,39.708333333333336,40.0,31.0,40.22826086956522,39.0,32.0
ADI-37123,317.0,116.0,8.0,0.0008776301218161683,77.01969981238274,77.01969981238274,79.10131332082551,79.10131332082551,118.94934333958723,118.94934333958723,112.40712945590995,112.40712945590995,39.63636363636363,39.0,30.8,40.40983606557377,40.0,31.0,40.627450980392155,40.0,32.0,38.041666666666664,38.0,28.7,39.204081632653065,38.0,31.6,39.05263157894737,37.0,32.6,40.806451612903224,40.0,32.0
ADI-37125,99.0,22.0,5.0,0.000361247947454844,27.472745292368682,27.472745292368682,28.94449950445986,28.94449950445986,29.43508424182359,29.43508424182359,32.86917740336967,32.86917740336967,39.48768472906404,39.0,31.0,40.01724137931034,39.5,31.7,39.2037037037037,39.0,28.0,38.48888888888889,37.0,31.0,40.130434782608695,38.5,32.0,37.714285714285715,36.0,28.0,40.065934065934066,39.0,31.0
ADI-38503,328.0,95.0,10.0,0.0009848075421845914,128.80498664292077,128.80498664292077,113.32502226179876,113.32502226179876,68.34550311665183,68.34550311665183,76.52359750667854,76.52359750667854,38.89767441860465,39.0,29.0,39.75806451612903,39.5,30.200000000000003,38.833333333333336,38.5,29.6,37.72549019607843,38.0,27.0,39.104166666666664,38.0,29.4,37.8,38.0,29.6,39.747252747252745,40.0,30.0
ADI-47223,334.0,119.0,9.0,0.00111601176156108,95.13403880070547,95.13403880070547,73.92768959435625,73.92768959435625,115.75132275132276,115.75132275132276,122.2310405643739,122.2310405643739,39.19718309859155,38.0,30.0,39.37096774193548,39.5,29.1,39.660377358490564,39.0,31.2,37.96,37.5,29.0,39.75,38.0,32.0,36.833333333333336,37.5,25.3,40.20879120879121,39.0,32.0
ADI-37124,254.0,37.0,11.0,0.0007874503968253968,90.71428571428572,90.71428571428572,64.7185501066098,64.7185501066098,66.61407249466951,66.61407249466951,68.50959488272922,68.50959488272922,39.16818181818182,38.5,29.0,39.63636363636363,39.0,30.0,40.2037037037037,39.0,30.0,37.339622641509436,38.0,26.2,39.38297872340426,38.0,30.0,40.333333333333336,42.0,32.6,39.763440860215056,39.0,29.200000000000003
ADI-47176,243.0,48.0,9.0,0.0006824596632637299,57.84561752988048,57.84561752988048,72.12549800796813,72.12549800796813,74.7878486055777,74.7878486055777,80.11254980079681,80.11254980079681,39.274881516587676,38.0,31.0,39.0625,38.0,31.0,40.17307692307692,39.5,31.0,38.204081632653065,38.0,29.0,39.69565217391305,38.0,32.0,38.0,37.0,30.1,39.92553191489362,40.0,31.0
ADI-47061,177.0,29.0,8.0,0.0004543004543004543,62.874626865671644,62.874626865671644,51.25074626865671,51.25074626865671,43.149253731343286,43.149253731343286,46.4955223880597,46.4955223880597,39.325688073394495,39.0,28.700000000000003,40.890625,41.0,32.0,38.98245614035088,39.0,27.6,37.57142857142857,38.0,26.8,39.4375,38.0,29.4,39.0,39.0,32.5,40.26315789473684,40.0,31.0
ADI-45402,189.0,46.0,8.0,0.0006902369813636015,58.0436018957346,58.0436018957346,51.59431279620853,51.59431279620853,59.83507109004739,59.83507109004739,55.89383886255924,55.89383886255924,39.90952380952381,39.0,30.0,40.233333333333334,39.0,29.0,40.8421052631579,41.0,30.0,38.30434782608695,37.0,30.5,39.93617021276596,37.0,32.0,39.69565217391305,42.0,27.8,40.734042553191486,40.0,30.0
ADI-46701,124.0,47.0,4.0,0.0004165071175692107,40.00402010050251,40.00402010050251,32.277386934673366,32.277386934673366,33.1497487437186,33.1497487437186,37.51155778894472,37.51155778894472,39.91219512195122,39.0,31.0,40.892857142857146,40.0,31.0,41.23529411764706,42.0,31.0,37.92,37.0,29.0,39.4375,38.0,31.7,42.4,39.0,33.0,40.747126436781606,41.0,30.6
ADI-47286,254.0,44.0,10.0,0.0007555745936555532,64.16587225929457,64.16587225929457,81.11534795042898,81.11534795042898,80.87321258341277,80.87321258341277,79.17826501429933,79.17826501429933,38.95693779904306,38.0,29.0,39.728813559322035,40.0,29.0,38.80392156862745,37.0,29.0,37.53061224489796,36.0,28.8,39.6,38.0,31.8,38.63636363636363,37.5,27.2,39.46590909090909,39.0,29.0
ADI-47065,242.0,44.0,8.0,0.0007420035321821036,79.3147113594041,79.3147113594041,69.40037243947857,69.40037243947857,68.7243947858473,68.7243947858473,71.20297951582869,71.20297951582869,38.990566037735846,38.0,30.0,38.94827586206897,38.0,29.7,40.09090909090909,39.0,31.4,37.7,36.5,29.0,39.12244897959184,38.0,31.8,38.95238095238095,38.0,29.0,39.630434782608695,39.0,30.1
ADI-47287,334.0,117.0,11.0,0.0009060329861111111,110.71383147853736,110.71383147853736,95.84578696343402,95.84578696343402,102.483306836248,102.483306836248,112.83783783783784,112.83783783783784,39.57943925233645,38.5,30.3,41.142857142857146,41.0,31.2,39.56363636363636,39.0,31.0,37.8936170212766,37.0,29.6,39.204081632653065,38.0,30.8,39.0,38.0,30.0,40.824175824175825,40.0,31.0
ADI-47071,224.0,44.0,9.0,0.0007537214999057848,74.22485207100593,74.22485207100593,69.1439842209073,69.1439842209073,62.074950690335314,62.074950690335314,62.29585798816568,62.29585798816568,39.810679611650485,39.0,30.5,41.05,41.0,31.9,39.867924528301884,39.0,30.0,38.24444444444445,38.0,29.0,39.666666666666664,38.0,31.4,39.0,38.0,30.2,40.87777777777778,40.5,31.0
ADI-47072,223.0,107.0,6.0,0.0007941595441595441,64.34922010398614,64.34922010398614,54.30069324090121,54.30069324090121,72.078856152513,72.078856152513,74.59098786828423,74.59098786828423,39.271028037383175,38.0,30.0,39.83870967741935,38.0,30.200000000000003,40.46296296296296,40.0,30.3,37.265306122448976,36.0,28.6,39.244897959183675,38.0,31.8,40.26923076923077,39.0,30.0,40.08888888888889,40.0,30.0
ADI-45472,217.0,55.0,7.0,0.000590717299578059,81.240317775571,81.240317775571,63.785501489572994,63.785501489572994,60.12214498510426,60.12214498510426,54.0883813306852,54.0883813306852,39.371980676328505,39.0,30.0,40.19298245614035,40.0,30.6,40.03846153846154,40.5,31.0,37.82,38.0,29.9,39.291666666666664,38.0,29.4,38.80952380952381,39.0,30.0,40.43181818181818,41.0,31.0
ADI-47075,255.0,116.0,7.0,0.0009242479159115622,60.108794197642794,60.108794197642794,67.04442429737081,67.04442429737081,93.39981867633726,93.39981867633726,94.55575702629194,94.55575702629194,39.66346153846154,39.0,30.0,41.03508771929825,40.0,30.0,40.2962962962963,39.0,32.0,37.833333333333336,37.5,29.0,39.16326530612245,37.0,30.8,41.333333333333336,43.0,30.0,40.522222222222226,40.0,31.9
ADI-47288,228.0,71.0,6.0,0.0007984311528225241,67.37423312883436,67.37423312883436,76.93251533742331,76.93251533742331,59.91411042944785,59.91411042944785,61.77914110429448,61.77914110429448,39.24285714285714,38.0,30.0,40.19298245614035,39.0,31.6,39.129629629629626,39.0,30.3,37.76470588235294,37.0,30.0,39.8125,38.0,32.0,39.23529411764706,39.0,30.6,39.755319148936174,39.0,31.0
ADI-45404,195.0,31.0,9.0,0.0005943237510057786,63.399014778325125,63.399014778325125,61.285714285714285,61.285714285714285,45.724137931034484,45.724137931034484,50.14285714285714,50.14285714285714,39.51643192488263,39.0,31.0,41.32258064516129,40.5,34.0,39.5,39.5,30.1,37.64,37.5,28.9,39.16326530612245,38.0,31.8,39.75,40.5,32.6,40.68888888888889,40.0,31.0
ADI-47076,205.0,31.0,9.0,0.0005534676774876348,61.39267015706806,61.39267015706806,55.382198952879584,55.382198952879584,66.1151832460733,66.1151832460733,61.17801047120418,61.17801047120418,39.23364485981308,38.0,30.3,39.81967213114754,39.0,31.0,39.410714285714285,38.5,30.5,37.9375,36.5,29.7,39.57142857142857,38.0,32.0,37.416666666666664,36.0,28.0,40.193548387096776,39.0,31.0
ADI-47189,282.0,52.0,11.0,0.0009379240614107442,78.16842105263157,78.16842105263157,92.76315789473685,92.76315789473685,83.1157894736842,83.1157894736842,80.6421052631579,80.6421052631579,39.24766355140187,39.0,30.0,39.765625,40.5,29.6,39.629629629629626,39.0,30.3,37.97826086956522,37.0,30.0,39.34,37.5,30.9,40.96153846153846,41.0,31.0,39.34782608695652,39.0,29.1
ADI-47078,170.0,51.0,7.0,0.0006725854183481302,47.02505219206681,47.02505219206681,47.02505219206681,47.02505219206681,52.348643006263046,52.348643006263046,52.881002087682674,52.881002087682674,38.990338164251206,38.0,31.0,39.2,38.0,30.9,39.27450980392157,39.0,31.0,37.791666666666664,36.5,29.7,39.625,38.0,32.0,35.5,35.5,27.8,39.956989247311824,39.0,31.0
ADI-47190,287.0,37.0,10.0,0.0008815525153426997,104.9247311827957,104.9247311827957,94.89516129032258,94.89516129032258,66.34946236559139,66.34946236559139,80.23655913978494,80.23655913978494,39.18627450980392,38.0,30.0,40.74545454545454,40.0,31.0,38.94117647058823,38.0,30.0,38.083333333333336,37.5,29.0,38.78,37.0,31.8,38.4,37.5,30.9,40.22093023255814,39.5,30.5
ADI-47081,140.0,38.0,5.0,0.0004392570281124498,47.309458218549125,47.309458218549125,35.73921028466483,35.73921028466483,41.91000918273645,41.91000918273645,43.45270890725436,43.45270890725436,39.65714285714286,38.0,31.0,40.459016393442624,40.0,32.0,40.320754716981135,38.0,31.0,37.734693877551024,37.0,28.8,39.87234042553192,38.0,32.0,39.625,40.0,31.3,40.6,39.0,31.0
ADI-47194,314.0,57.0,11.0,0.0011122327896144377,103.99634034766697,103.99634034766697,87.33394327538883,87.33394327538883,84.17383348581885,84.17383348581885,95.09057639524245,95.09057639524245,39.1219512195122,38.0,30.0,40.127272727272725,40.0,31.0,39.15384615384615,39.0,28.200000000000003,37.55769230769231,37.0,29.0,39.65217391304348,38.0,32.0,38.333333333333336,39.0,30.0,39.97674418604651,39.5,30.0
ADI-47193,225.0,31.0,10.0,0.0007268850552432642,75.32188841201716,75.32188841201716,62.28540772532189,62.28540772532189,55.2843347639485,55.2843347639485,67.83798283261802,67.83798283261802,39.63725490196079,39.0,31.0,40.716981132075475,41.0,34.0,40.18867924528302,39.0,30.2,37.8,37.5,29.0,39.75,37.5,32.0,39.75,40.5,32.4,40.616279069767444,40.0,32.0
