feature_id,feature_name,feature_family,subfamily,bundle_name,stage_first_introduced,physical_quantity,biological_interpretation,dimensionality,unit,sign_meaning,structure_source,chain_scope,region_scope,exact_definition,aggregation_method,normalization,thresholds,cutoff_distance,neighborhood_radius,hydrophobicity_scale,residue_classes,weighting_method,pH,ionic_strength,other_fixed_conditions,software,software_version,library,implementation_function,source_file,source_lines_or_symbol,command_or_API,preprocessing_required,hydrogens_added,protonation_assigned,structure_relaxed,atom_completion,numbering_or_region_mapping,failure_handling,computed,saved_to_feature_table,used_in_model,target_TmApp_used,target_HIC_used,selected_in_best_model,representative_experiment_ids,artifact_path,manifest_path,code_evidence,notes,quantity_tier,also_computed_ABBodyBuilder2
ST4_adv_hydrophobic_patch_mean_compact,adv_hydrophobic_patch_mean_compact,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_hydrophobic_patch_max_extent,adv_hydrophobic_patch_max_extent,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_aromatic_patch_n,adv_aromatic_patch_n,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_aromatic_patch_max_size,adv_aromatic_patch_max_size,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_aromatic_patch_max_sasa,adv_aromatic_patch_max_sasa,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_aromatic_patch_mean_compact,adv_aromatic_patch_mean_compact,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_aromatic_patch_max_extent,adv_aromatic_patch_max_extent,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_mixed_arom_hydro_patch_n,adv_mixed_arom_hydro_patch_n,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_adv_mixed_arom_hydro_patch_max_sasa,adv_mixed_arom_hydro_patch_max_sasa,SURFACE_PATCH_ADVANCED,SURFACE_PATCH,ADV_SURFACE_PATCH,Stage4,exposed residue CA graph + local SASA,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole Fv,see code: ADV_SURFACE_PATCH,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,Kyte-Doolittle KD,"{""hydrophobic"": ""AILMFVW"", ""aromatic"": ""FWY"", ""positive"": ""KRH"", ""negative"": ""DE"", ""polar"": ""STNQ""}",local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,True,True,TmApp__ADV_SURFACE_PATCH__ElasticNetOpt;TmApp__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__ElasticNetOpt;HIC__ADV_SURFACE_PATCH__RidgeOpt;HIC__ADV_SURFACE_PATCH__SVROpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_salt_bridge_count,salt_bridge_count,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,heavy-atom distance donor/acceptor pairs,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,4.0,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_salt_bridge_interface,salt_bridge_interface,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,heavy-atom distance donor/acceptor pairs,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,VH-VL interface,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,4.0,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_hbond_proxy_count,hbond_proxy_count,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,N/O heavy atom distance proxy,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,"N-O heavy atom pairs <=3.5Å, different residues, no angle criterion",Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_hbond_proxy_buried,hbond_proxy_buried,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,N/O heavy atom distance proxy,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_hbond_proxy_interface,hbond_proxy_interface,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,N/O heavy atom distance proxy,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,VH-VL interface,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage4),repo,numpy/BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_clash_proxy_count,clash_proxy_count,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,ShrakeRupley,1.88 (via BioPython),BioPython,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
ST4_heavy_contact_count,heavy_contact_count,PACKING_CONTACT,INTERACTIONS,ADV_INTERACTIONS,Stage4,CA/heavy-atom distances,advanced structure biophysics for developability,scalar,kT/e for APBS; charge units; log-lik for invfold; counts otherwise,APBS: positive=repulsive for positive probe; charge: signed,ESMFold,H+L,whole,see code: ADV_INTERACTIONS,Stage4 extract_one() per-antibody scalar extraction,fractions normalized by n_res or n_atoms where noted,APBS strong ±1.0 kT/e; patch ±0.5 kT/e (reparse); RASA buried <0.2,3.5,10.0,,,local SASA weighting in adv_spatial_hydrophobicity,,,,custom Python (Stage3 packing),repo,numpy,extract_stage4_features.py functions,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,see code_reference_index.csv,propka3|pdb2pqr|apbs|fair-esm score_sequence,ESMFold PDB; PROPKA→PDB2PQR→APBS pipeline,PDB2PQR adds hydrogens for PQR,PROPKA at pH 6.5,no,heavy atoms from PDB; PQR for electrostatics,chain A/B → H/L by sequence length match,per-tool try/except; apbs_ok/invfold_ok flags,True,True,True,True,False,True,TmApp__ADV_INTERACTIONS__ElasticNetOpt;TmApp__ADV_INTERACTIONS__RidgeOpt;TmApp__FUSION_S3INC__ADV_INTERACTIONS__RidgeOpt,virtual_participant/stage4_advanced_structure/cache/features/stage4_all_features.csv,virtual_participant/stage4_advanced_structure/stage4_feature_manifest.csv,virtual_participant/stage4_advanced_structure/scripts/extract_stage4_features.py,Stage4,AGGREGATED,False
